"","date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence"
"16248","03-OCT-1993","DC-9-83 (MD-83)","9Y-THR","BWIA","0","Miami, FL",NA,NA,"A2",1
"16249","06-OCT-1993","Fokker F-27 Friendship 600","XY-AEP","Myanma Airways","0","Kawthaung Ai...",NA,NA,"A1",1
"16250","07-OCT-1993","Lockheed C-141B Starlifter","65-0253","USAF","0","Fairfield-Tr...",NA,NA,"O1",1
"16251","08-OCT-1993","Douglas C-54G (DC-4)","N811E","Brooks Air Fuel","0","Point Lay-De...",NA,NA,"A1",1
"16252","13-OCT-1993","BN-2A-20 Islander","P2-HBE","Heli Niugini","4","Jimi Valley",NA,NA,"A1",1
"16253","19-OCT-1993","Swearingen SA226-TC Metro II","EC-FHB","Swiftair","0","Madrid-Baraj...",NA,NA,"A1",1
"16254","22-OCT-1993","unknown","","EgyptAir","0","San'a Intern...",NA,NA,"H2",1
"16255","25-OCT-1993","Embraer EMB-110P2 Bandeirante","HS-SKL","Sahakol Air","0","Bangkok Inte...",NA,NA,"A1",1
"16256","25-OCT-1993","GAF Nomad N.22","ZK-NOM","Hibiscus Air","9","Franz Josef ...",NA,NA,"A1",1
"16257","25-OCT-1993","DC-9-82 (MD-82)","B-28003","FEAT","0","Kaohsiung In...",NA,NA,"A1",1
"16258","25-OCT-1993","Airbus A310-222","","Nigeria Airways","1","Niamey Airpo...",NA,NA,"H2",1
"16259","26-OCT-1993","Embraer P-95 Bandeirulha (EMB-111A)","2290","Brazilian AF","3","Angra dos Re...",NA,NA,"A1",1
"16260","26-OCT-1993","DC-9-82 (MD-82)","B-2103","China Eastern","2","Fuzhou Airpo...",NA,NA,"A1",1
"16261","26-OCT-1993","Beech 300/F Super King Air","N82","FAA","3","Front Royal, VA",NA,NA,"A1",1
"16262","27-OCT-1993","Beech 200 Super King Air","N191FL","private","0","Reno-Cannon ...",NA,NA,"A2",1
"16263","27-OCT-1993","DHC-6 Twin Otter 300","LN-BNM","Widerøes Flyveselskap","6","Namsos Airpo...",NA,NA,"A1",1
"16264","27-OCT-1993","Let L-410UVP","UR-67536","Air Ukraine","0","Tyumen Airpo...",NA,NA,"A2",1
"16265","29-OCT-1993","Antonov An-2","LZ-...","Unknown","1","within Bulgaria",NA,NA,"A1",1
"16266","03-NOV-1993","Convair CV-440","CP-2212","CAMBA","0","La Paz",NA,NA,"A1",1
"16267","04-NOV-1993","Boeing 747-409","B-165","China Airlines","0","Hong Kong-Ka...",NA,NA,"A1",1
"16268","05-NOV-1993","Boeing 737","","Xiamen Airlines","0","Taipei",NA,NA,"H2",1
"16269","07-NOV-1993","AMI DC-3-65TP","ZS-KCV","Professional Aviation Services","0","Lokichoggio ...",NA,NA,"A1",1
"16270","07-NOV-1993","Cessna 208 Caravan I","","Unknown","0","Lokichoggio ...",NA,NA,"O2",1
"16271","08-NOV-1993","Harbin Yunshuji Y-12 II","9N-ACS","Nepal Airways","0","Jomsom Airpo...",NA,NA,"A1",1
"16272","08-NOV-1993","DHC-8-301","","Zhejiang Airlines","0","Taipei",NA,NA,"H2",1
"16273","10-NOV-1993","Hawker Siddeley HS-748","C-GQTH","Air Manitoba","7","Sandy Lake A...",NA,NA,"A1",1
"16274","10-NOV-1993","DHC-3 Otter","N98T","Ketchikan Air Service","0","Thorne Bay, AK",NA,NA,"A1",1
"16275","11-NOV-1993","Antonov An-2P","EZ-07469","Turkmenistan Airlines","0","Bekdash",NA,NA,"A1",1
"16276","12-NOV-1993","DC-9-82 (MD-82)","B-2138","China Northern","0","Taipei",NA,NA,"H2",1
"16277","13-NOV-1993","DC-9-82 (MD-82)","B-2141","China Northern","12","Urumqi Airpo...",NA,NA,"A1",1
"16278","13-NOV-1993","Antonov An-2T","YV-511C","Aéreo Transporte La Montaña","0","La Paragua",NA,NA,"A1",1
"16279","15-NOV-1993","Antonov An-124-100","RA-82071","Aviastar","17","Kerman",NA,NA,"A1",1
"16280","15-NOV-1993","Airbus A300B2-101","VT-EDV","Indian Airlines","0","Tirupati Air...",NA,NA,"A1",1
"16281","15-NOV-1993","Boeing 727-227","N16762","Continental Air Lines","0","Chicago-O'Ha...",NA,NA,"A2",1
"16282","19-NOV-1993","Boeing 737-112","HP-873CMP","COPA Panama","0","Panama City-...",NA,NA,"A1",1
"16283","20-NOV-1993","Yakovlev Yak-42D","RA-42390","Saravia - Saratov Airlines, op.for Avioimpex","116","Ohrid Airpor...",NA,NA,"A1",1
"16284","22-NOV-1993","Douglas C-47A (DC-3)","C9-STE","STASA","2","Molima",NA,NA,"A1",1
"16285","24-NOV-1993","DC-9-87 (MD-87)","SE-DIB","SAS","0","Kobenhavn-Ka...",NA,NA,"A2",1
"16286","26-NOV-1993","DC-10-30","YV-135C","VIASA","0","Buenos Aires...",NA,NA,"A1",1
"16287","26-NOV-1993","Douglas C-118B (DC-6)","N1597F","Allcair Air Transport","0","Patriot Hills",NA,NA,"A1",1
"16288","27-NOV-1993","Fokker 100","B-2231","China Eastern","0","Fuzhou Airpo...",NA,NA,"H2",1
"16289","29-NOV-1993","Fokker F-27 Friendship 300","EP-IOT","NIOC","0","Basra Intern...",NA,NA,"H2",1
"16290","01-DEC-1993","BAe 3101 Jetstream 31","N334PX","Northwest Airlink, opb Express Airlines","18","Hibbing-Chis...",NA,NA,"A1",1
"16291","01-DEC-1993","Shorts 330-300UTT","C-FPQE","Gouvernement du Québec","0","Umiujaq Airp...",NA,NA,"A1",1
"16292","01-DEC-1993","Cessna 650 Citation III","N700RR","Consolidated International Services","0","Tampa Intern...",NA,NA,"A2",1
"16293","02-DEC-1993","Shorts SC.7 Skyvan 3","LX-UGO","CAE Aviation","0","Vahun",NA,NA,"A1",1
"16294","03-DEC-1993","BN-2A-20 Islander","C-GMOP","Arctic Wings and Rotors","7","Tuktoyaktuk, NT",NA,NA,"A1",1
"16295","03-DEC-1993","Cessna 550 Citation II","N550RD","Kansas Air Investments","0","Chicago-Dupa...",NA,NA,"A2",1
"16296","06-DEC-1993","Cessna 208A Caravan I","PT-OGM","TAM","0","Tucuma Airpo...",NA,NA,"A1",1
"16297","06-DEC-1993","Swearingen SA226-AT Merlin IV","C-GVCY","Provincial Airlines","0","Deer Lake Ai...",NA,NA,"A1",1
"16298","08-DEC-1993","DC-9-82 (MD-82)","B-2138","China Northern","0","Taipei",NA,NA,"H2",1
"16299","09-DEC-1993","DHC-6 Twin Otter 300","6V-ADE","Air Senegal","3","Dakar-Yoff A...",NA,NA,"A1",1
"16300","09-DEC-1993","Saab 340B","HB-AKC","Crossair","0","Berne-Belp A...",NA,NA,"A2",1
"16301","10-DEC-1993","Boeing KC-135R Stratotanker","57-1470","Air National Guard","0+ 6","Milwaukee-Ge...",NA,NA,"O1",1
"16302","10-DEC-1993","Airbus A320-211","F-GFKK ?","Air France","0","Nice-Côte d'...",NA,NA,"H2",1
